table_check,URL,qualification,Expertise,Titles,First Name,Last Name
"จันทร์ 10:00 - 13:00 น. สัปดาห์ที่ 1,2,3,4,5 18:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 10:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 15:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 15:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 13:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 09:30 - 12:30 น. สัปดาห์ที่ 1,2 13:00 - 19:00 น. สัปดาห์ที่ 3,4,5 13:30 - 16:30 น. สัปดาห์ที่ 1,2",https://www.siphhospital.com/th/medical-services/doctor-biography?id=1239,,จิตเวชศาสตร์,พญ,นพวรรณ,ตันศิริมาศ
"อังคาร 09:30 - 11:06 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 14:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=581,"ปรัชญาดุษฎีบัณฑิต มหาวิทยาลัยมหิดล พ.ศ.2548แพทยศาสตรบัณฑิต เกียรตินิยมอันดับ 1 คณแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2550ประกาศนียบัตรบัณฑิตทางวิทยาศาสตร์การแพทย์คลินิก พ.ศ.2554วุฒิบัตรสาขาจักษุวิทยา คณแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2556แพทย์ประจำบ้านต่อยอดสาขาจอตา คณแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2557Fellowship in Retina, University of California, Los Angeles,ประเทศสหรัฐอเมริกา","โรคจอตา, โรคต้อกระจก",รศ.ดร. นพ,นพศักดิ์,ผาสุขกิจวัฒนา
"จันทร์ 08:00 - 09:00 น. สัปดาห์ที่ 1,2,3,4,5 09:30 - 12:30 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 09:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 09:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=666,เตรียมตัวตรวจสุขภาพ อย่างไรดี?(Health check up preparation),อายุรศาสตร์ทั่วไป,นพ,นภดล,อัสสพงษ์สุนทร
"จันทร์ 12:00 - 16:00 น. สัปดาห์ที่ 1,3,4,5 12:00 - 16:00 น. สัปดาห์ที่ 2",https://www.siphhospital.com/th/medical-services/doctor-biography?id=352,พ.ศ. 2561 - 2563 ประธานวิชาการสมาคมแพทย์มัณฑนากรหัวใจและหลอดเลือดแห่งประเทศไทย,อายุรศาสตร์โรคหัวใจ,ผศ. นพ,นราธิป,ชุณหะมณีวัฒน์
จันทร์ 16:30 - 19:30 น. เสาร์ 08:30 - 12:00 น.,https://www.siphhospital.com/th/medical-services/doctor-biography?id=404,ฟัน ดูแลได้ตั้งแต่ฟันน้ำนมซี่แรก(First Tooth),ทันตกรรมสาหรับเด็ก,ทพญ,นราวัลลภ์,เชี่ยววิทย์
"อังคาร 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=919,"แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลประกาศนียบัตรบัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลวุฒิบัตรโสต ศอ นาสิก คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลประกาศนียบัตรแพทย์ผู้เชี่ยวชาญเฉพาะทาง อนุสาขา โรคกล่องเสียง หลอดลม ศีรษะและคอ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลBasic Instructional Course on microvascular surgery, SingHealth, SingaporeCertificate of International Transoral Robotic surgery with DAVINCI SI and XI system (Thyroidectomy, Neck dissection, SMG excision and TORS)","โสตศอนาสิก, ศัลยกรรมศีรษะ และคอ",อ. นพ,นรินทร์,รัตนประเสริฐ
"พุธ 13:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=22,การถนอมสายตา,โรคต้อหิน,รศ. นพ,นริศ,กิจณรงค์
"พฤหัสบดี 16:30 - 18:30 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 16:30 - 18:30 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=1188,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ มหาวิทยาลัยสงขลานครินทร์ พ.ศ.2546วิทยาศาสตร์การแพทย์คลินิก คณะแพทยศาสตร์ มหาวิทยาลัยสงขลานครินทร์ พ.ศ.2550วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ มหาวิทยาลัยสงขลานครินทร์ พ.ศ.2550วุฒิบัตรสาขาประสาทวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2552,การตรวจวินิจฉัยเส้นประสาทและกล้ามเนื้อ,นพ,นริศ,สมิตาสิน
"จันทร์ 12:45 - 14:30 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=70,"แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2545Internship at Somdetpraphutalertlar Hospital Samutsongkram province, General practitioner, Napalai Hospital, Samutsongkram province พ.ศ.2546Internship at Clinical Pathology department, Faculty of Medicine, Siriraj Hospital, Mahidol University พ.ศ.2548Research Fellowship ภาควิชาตจวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2549วุฒิบัตรสาขาตจวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2553Clinical Instructor/Assistant Professor, Deparment of Dermatology, Faculty of Medicine, Siriraj Hospital, Mahidol University พ.ศ.2557Research fellowship in Photomedicine and Vitiligo, Henry Ford Medical System, Michigan ประเทศสหรัฐอเมริกา พ.ศ.2558",ผิวหนังเกี่ยวกับแสง โรคแพ้แสงแดด การฉายแสงอาทิตย์เทียมโรคด่างขาวและความผิดปกติของเม็ดสี โรคสะเก็ดเงิน,รศ. พญ,นฤมล,ศิลปอาชา
"พฤหัสบดี 16:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=363,"แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2537วุฒิบัตรสาขากุมารเวชศาสตร์ แพทยสภา พ.ศ.2543วุฒิบัตรสาขาเวชศาสตร์ครอบครัว แพทยสภา พ.ศ.2545อนุมัติบัตรอนุสาขากุมารเวชศาสตร์โภชนาการ แพทยสภา พ.ศ.2553Certificate in Post-doctoral Research Fellowship in Nutrition, Columbia University, USAพ.ศ.2548",กุมารเวชศาสตร์โภชนาการ,รศ. พญ,นฤมล,เด่นทรัพย์สุนทร
"จันทร์ 17:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=1217,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2556ประกาศนียบัตรบัณฑิตชั้นสูง (วิทยาศาสตร์การแพทย์คลินิก) คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2560วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2562วุฒิบัตรสาขาอายุรศาสตร์โรคติดเชื้อ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2564,อายุรศาสตร์โรคติดเชื้อ,อ. นพ,นฤมิต,สายะบวร
"จันทร์ 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=915,ประจำเดือนมาไม่ปกติ บอกอะไร? (Amenorrhea),สูติศาสตร์นรีเวชวิทยา,ผศ. พญ,นลินี,พาณิชยวัฎ
"ศุกร์ 08:00 - 10:00 น. สัปดาห์ที่ 5 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4 อาทิตย์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=122,"พ.บ., ป.ชั้นสูง(เวชศาสตร์ฟื้นฟู), ว.ว.เวชศาสตร์ฟื้นฟูCertification in Pedorthic ประเทศสหรัฐอเมริกา",การรักษาโรคเท้าโดยการปรับรองเท้าและทำแผ่นรองในรองเท้า,รศ. พญ,นวพร,ชัชวาลพาณิชย์
